Entity,Code,Year,crude_death_rate_per_100k_male
Albania,ALB,1987,23.61
Albania,ALB,1988,25.62
Albania,ALB,1989,22.4
Albania,ALB,1992,20.83
Albania,ALB,1993,20.05
Albania,ALB,1994,17.59
Albania,ALB,1995,27.24
Albania,ALB,1996,29.31
Albania,ALB,1997,30.88
Albania,ALB,1998,29.76
Albania,ALB,1999,29.6
Albania,ALB,2000,30.15
Albania,ALB,2001,26.85
Albania,ALB,2002,29.85
Albania,ALB,2003,32.78
Albania,ALB,2004,29.77
Albania,ALB,2005,29.21
Albania,ALB,2006,29.78
Albania,ALB,2007,28.31
Albania,ALB,2008,33.95
Albania,ALB,2009,32.8
Albania,ALB,2010,23.46
Antigua and Barbuda,ATG,1961,7.66
Antigua and Barbuda,ATG,1962,0
Antigua and Barbuda,ATG,1963,10.53
Antigua and Barbuda,ATG,1964,3.57
Antigua and Barbuda,ATG,1966,3.57
Antigua and Barbuda,ATG,1969,6.8
Antigua and Barbuda,ATG,1970,9.79
Antigua and Barbuda,ATG,1971,19.51
Antigua and Barbuda,ATG,1972,13.04
Antigua and Barbuda,ATG,1973,3.28
Antigua and Barbuda,ATG,1974,3.31
Antigua and Barbuda,ATG,1975,6.66
Antigua and Barbuda,ATG,1976,0
Antigua and Barbuda,ATG,1977,0
Antigua and Barbuda,ATG,1978,3.36
Antigua and Barbuda,ATG,1983,0
Antigua and Barbuda,ATG,1985,3.35
Antigua and Barbuda,ATG,1986,10.05
Antigua and Barbuda,ATG,1987,6.69
Antigua and Barbuda,ATG,1988,13.36
Antigua and Barbuda,ATG,1989,6.65
Antigua and Barbuda,ATG,1990,23.09
Antigua and Barbuda,ATG,1991,3.26
Antigua and Barbuda,ATG,1992,19.28
Antigua and Barbuda,ATG,1993,3.16
Antigua and Barbuda,ATG,1994,9.31
Antigua and Barbuda,ATG,1995,15.25
Antigua and Barbuda,ATG,1998,5.79
Antigua and Barbuda,ATG,1999,14.23
Antigua and Barbuda,ATG,2000,5.6
Antigua and Barbuda,ATG,2001,2.76
Antigua and Barbuda,ATG,2002,0
Antigua and Barbuda,ATG,2003,10.69
Antigua and Barbuda,ATG,2004,2.63
Antigua and Barbuda,ATG,2005,7.77
Antigua and Barbuda,ATG,2006,7.63
Antigua and Barbuda,ATG,2007,10
Antigua and Barbuda,ATG,2008,4.91
Antigua and Barbuda,ATG,2009,21.72
Antigua and Barbuda,ATG,2012,16.14
Antigua and Barbuda,ATG,2013,4.55
Antigua and Barbuda,ATG,2014,2.25
Antigua and Barbuda,ATG,2015,4.44
Antigua and Barbuda,ATG,2016,17.58
Antigua and Barbuda,ATG,2017,8.7
Argentina,ARG,1966,38.53
Argentina,ARG,1967,44.69
Argentina,ARG,1968,46.29
Argentina,ARG,1969,47.26
Argentina,ARG,1970,46.47
Argentina,ARG,1977,43.61
Argentina,ARG,1978,44.05
Argentina,ARG,1979,43.32
Argentina,ARG,1980,44.02
Argentina,ARG,1981,45.42
Argentina,ARG,1982,42
Argentina,ARG,1983,43.74
Argentina,ARG,1984,41.55
Argentina,ARG,1985,41.29
Argentina,ARG,1986,40.18
Argentina,ARG,1987,42.2
Argentina,ARG,1988,41.16
Argentina,ARG,1989,40.69
Argentina,ARG,1990,39.2
Argentina,ARG,1991,40.8
Argentina,ARG,1992,39.43
Argentina,ARG,1993,39.59
Argentina,ARG,1994,39.39
Argentina,ARG,1995,38.3
Argentina,ARG,1996,38.66
Argentina,ARG,1997,38.11
Argentina,ARG,1998,38.39
Argentina,ARG,1999,38.57
Argentina,ARG,2000,37.39
Argentina,ARG,2001,35.21
Argentina,ARG,2002,34.75
Argentina,ARG,2003,34.91
Argentina,ARG,2004,34.25
Argentina,ARG,2005,33.82
Argentina,ARG,2006,34.58
Argentina,ARG,2007,33.78
Argentina,ARG,2008,33.34
Argentina,ARG,2009,32.77
Argentina,ARG,2010,32.21
Argentina,ARG,2011,32.35
Argentina,ARG,2012,31.63
Argentina,ARG,2013,30.61
Argentina,ARG,2014,30.16
Argentina,ARG,2015,31.42
Argentina,ARG,2016,29.91
Argentina,ARG,2017,29.45
Argentina,ARG,2018,28.31
Argentina,ARG,2019,27.4
Armenia,ARM,1981,22.28
Armenia,ARM,1982,23.15
Armenia,ARM,1985,28.6
Armenia,ARM,1986,30.47
Armenia,ARM,1987,29.69
Armenia,ARM,1988,35.65
Armenia,ARM,1989,35.4
Armenia,ARM,1990,39.99
Armenia,ARM,1991,40.25
Armenia,ARM,1992,37.74
Armenia,ARM,1993,34.64
Armenia,ARM,1994,30.98
Armenia,ARM,1995,33.68
Armenia,ARM,1996,35.02
Armenia,ARM,1997,38.25
Armenia,ARM,1998,35.41
Armenia,ARM,1999,37.2
Armenia,ARM,2000,37.92
Armenia,ARM,2001,39.9
Armenia,ARM,2002,48.15
Armenia,ARM,2003,49.19
Armenia,ARM,2006,69.85
Armenia,ARM,2007,70.69
Armenia,ARM,2008,64.39
Armenia,ARM,2009,73
Armenia,ARM,2010,70.49
Armenia,ARM,2011,70.56
Armenia,ARM,2012,63.29
Armenia,ARM,2013,59.96
Armenia,ARM,2014,67.09
Armenia,ARM,2015,71.12
Armenia,ARM,2016,68.47
Armenia,ARM,2017,64.86
Armenia,ARM,2018,59.15
Armenia,ARM,2019,68.75
Australia,AUS,1950,14.99
Australia,AUS,1951,15.8
Australia,AUS,1952,18.3
Australia,AUS,1953,19.32
Australia,AUS,1954,20.06
Australia,AUS,1955,21.76
Australia,AUS,1956,23.09
Australia,AUS,1957,24.93
Australia,AUS,1958,24.82
Australia,AUS,1959,27.16
Australia,AUS,1960,27.93
Australia,AUS,1961,30.53
Australia,AUS,1962,32.82
Australia,AUS,1963,33.8
Australia,AUS,1964,36.18
Australia,AUS,1965,36.73
Australia,AUS,1966,38.84
Australia,AUS,1967,40.34
Australia,AUS,1968,41.63
Australia,AUS,1969,43.01
Australia,AUS,1970,43.79
Australia,AUS,1971,45
Australia,AUS,1972,45.6
Australia,AUS,1973,46.69
Australia,AUS,1974,49.21
Australia,AUS,1975,49.06
Australia,AUS,1976,50.82
Australia,AUS,1977,50.1
Australia,AUS,1978,51.29
Australia,AUS,1979,52.4
Australia,AUS,1980,55.47
Australia,AUS,1981,55.49
Australia,AUS,1982,55.79
Australia,AUS,1983,55.44
Australia,AUS,1984,56.11
Australia,AUS,1985,55.92
Australia,AUS,1986,54.32
Australia,AUS,1987,55.34
Australia,AUS,1988,55.65
Australia,AUS,1989,56.32
Australia,AUS,1990,52.25
Australia,AUS,1991,52.44
Australia,AUS,1992,53.24
Australia,AUS,1993,51.41
Australia,AUS,1994,54.4
Australia,AUS,1995,51.47
Australia,AUS,1996,52.08
Australia,AUS,1997,50.15
Australia,AUS,1998,50.7
Australia,AUS,1999,49.44
Australia,AUS,2000,48.33
Australia,AUS,2001,48.37
Australia,AUS,2002,48.32
Australia,AUS,2003,45.63
Australia,AUS,2004,47.35
Australia,AUS,2006,46.09
Australia,AUS,2007,45.07
Australia,AUS,2008,47.01
Australia,AUS,2009,43.57
Australia,AUS,2010,44.46
Australia,AUS,2011,44.63
Australia,AUS,2012,43.16
Australia,AUS,2013,43.4
Australia,AUS,2014,42.37
Australia,AUS,2015,42.21
Australia,AUS,2016,41.86
Australia,AUS,2017,40.26
Australia,AUS,2018,40.33
Australia,AUS,2019,41.25
Australia,AUS,2020,37.31
Austria,AUT,1955,59.64
Austria,AUT,1956,64.09
Austria,AUT,1957,66.47
Austria,AUT,1958,67.34
Austria,AUT,1959,67.54
Austria,AUT,1960,71.59
Austria,AUT,1961,73.96
Austria,AUT,1962,71.57
Austria,AUT,1963,75.49
Austria,AUT,1964,71.57
Austria,AUT,1965,77
Austria,AUT,1966,75.84
Austria,AUT,1967,76.9
Austria,AUT,1968,79.3
Austria,AUT,1969,76.62
Austria,AUT,1970,75.11
Austria,AUT,1971,74.39
Austria,AUT,1972,76.3
Austria,AUT,1973,77.49
Austria,AUT,1974,75.67
Austria,AUT,1975,75.36
Austria,AUT,1976,74.53
Austria,AUT,1977,74.59
Austria,AUT,1978,73.12
Austria,AUT,1979,75.37
Austria,AUT,1980,73.89
Austria,AUT,1981,70.95
Austria,AUT,1982,68.98
Austria,AUT,1983,70.28
Austria,AUT,1984,72.06
Austria,AUT,1985,68.53
Austria,AUT,1986,67.2
Austria,AUT,1987,67.12
Austria,AUT,1988,66.37
Austria,AUT,1989,66.39
Austria,AUT,1990,66.03
Austria,AUT,1991,66.13
Austria,AUT,1992,63
Austria,AUT,1993,65.61
Austria,AUT,1994,60.87
Austria,AUT,1995,60.59
Austria,AUT,1996,61.79
Austria,AUT,1997,60.71
Austria,AUT,1998,62.28
Austria,AUT,1999,59.45
Austria,AUT,2000,58.97
Austria,AUT,2001,57.99
Austria,AUT,2002,61.06
Austria,AUT,2003,59.36
Austria,AUT,2004,58.45
Austria,AUT,2005,57.94
Austria,AUT,2006,58.52
Austria,AUT,2007,55.64
Austria,AUT,2008,58.91
Austria,AUT,2009,58.75
Austria,AUT,2010,58.6
Austria,AUT,2011,56.81
Austria,AUT,2012,56.72
Austria,AUT,2013,58.26
Austria,AUT,2014,58.66
Austria,AUT,2015,56.66
Austria,AUT,2016,56.23
Austria,AUT,2017,55.54
Austria,AUT,2018,57.12
Austria,AUT,2019,53.65
Austria,AUT,2020,54.97
Azerbaijan,AZE,1981,20.36
Azerbaijan,AZE,1982,20.59
Azerbaijan,AZE,1985,20.29
Azerbaijan,AZE,1986,23.37
Azerbaijan,AZE,1987,24.09
Azerbaijan,AZE,1988,23.25
Azerbaijan,AZE,1989,21.71
Azerbaijan,AZE,1990,17.77
Azerbaijan,AZE,1991,18.69
Azerbaijan,AZE,1992,19.95
Azerbaijan,AZE,1993,18.15
Azerbaijan,AZE,1994,16.04
Azerbaijan,AZE,1995,15.3
Azerbaijan,AZE,1996,16.05
Azerbaijan,AZE,1997,16.36
Azerbaijan,AZE,1998,14.77
Azerbaijan,AZE,1999,15.41
Azerbaijan,AZE,2000,15.04
Azerbaijan,AZE,2001,16.21
Azerbaijan,AZE,2002,16.38
Azerbaijan,AZE,2003,17.94
Azerbaijan,AZE,2004,17.08
Azerbaijan,AZE,2007,10.11
Bahamas,BHS,1972,7.72
Bahamas,BHS,1975,3.96
Bahamas,BHS,1979,7.21
Bahamas,BHS,1980,18.2
Bahamas,BHS,1981,15.38
Bahamas,BHS,1984,21.52
Bahamas,BHS,1985,14.99
Bahamas,BHS,1987,17.03
Bahamas,BHS,1993,9.83
Bahamas,BHS,1994,14.12
Bahamas,BHS,1995,16.07
Bahamas,BHS,1996,12.15
Bahamas,BHS,1997,12.04
Bahamas,BHS,1998,12.65
Bahamas,BHS,1999,9.75
Bahamas,BHS,2000,9.64
Bahamas,BHS,2001,8.15
Bahamas,BHS,2002,12.71
Bahamas,BHS,2003,17.09
Bahamas,BHS,2004,9.04
Bahamas,BHS,2005,12.04
Bahamas,BHS,2006,10.58
Bahamas,BHS,2007,12.22
Bahamas,BHS,2008,13.8
Bahamas,BHS,2009,11.8
Bahamas,BHS,2010,13.95
Bahamas,BHS,2011,15.49
Bahamas,BHS,2012,9.08
Bahamas,BHS,2013,7.86
Bahamas,BHS,2014,8.34
Bahamas,BHS,2015,10.46
Bahrain,BHR,1985,13.7
Bahrain,BHR,1987,13.93
Bahrain,BHR,1988,13.67
Bahrain,BHR,1997,10.56
Bahrain,BHR,1998,10.83
Bahrain,BHR,1999,9.07
Bahrain,BHR,2000,7.08
Bahrain,BHR,2001,10.43
Bahrain,BHR,2002,11.22
Bahrain,BHR,2003,8.74
Bahrain,BHR,2004,7.1
Bahrain,BHR,2005,4.5
Bahrain,BHR,2006,5
Bahrain,BHR,2007,4.43
Bahrain,BHR,2008,4.43
Bahrain,BHR,2009,2.87
Bahrain,BHR,2010,3.66
Bahrain,BHR,2011,3.91
Bahrain,BHR,2012,3.1
Bahrain,BHR,2013,2.71
Bahrain,BHR,2014,2.85
Barbados,BRB,1960,7.56
Barbados,BRB,1961,8.53
Barbados,BRB,1962,5.65
Barbados,BRB,1963,7.58
Barbados,BRB,1964,7.47
Barbados,BRB,1966,5.4
Barbados,BRB,1967,7.1
Barbados,BRB,1968,6.17
Barbados,BRB,1969,6.06
Barbados,BRB,1970,8.07
Barbados,BRB,1971,11.59
Barbados,BRB,1972,8.87
Barbados,BRB,1973,10.52
Barbados,BRB,1974,14.83
Barbados,BRB,1975,13.04
Barbados,BRB,1976,11.82
Barbados,BRB,1977,9.88
Barbados,BRB,1978,18.43
Barbados,BRB,1979,8.31
Barbados,BRB,1980,14.42
Barbados,BRB,1981,19.25
Barbados,BRB,1982,13.38
Barbados,BRB,1983,13.29
Barbados,BRB,1984,18.24
Barbados,BRB,1985,11.67
Barbados,BRB,1986,15.79
Barbados,BRB,1987,13.2
Barbados,BRB,1988,13.14
Barbados,BRB,1989,17.07
Barbados,BRB,1990,17.07
Barbados,BRB,1991,12.9
Barbados,BRB,1992,17.74
Barbados,BRB,1993,20.05
Barbados,BRB,1994,12.79
Barbados,BRB,1995,14.33
Barbados,BRB,2000,11.5
Barbados,BRB,2001,8.4
Barbados,BRB,2002,7.61
Barbados,BRB,2003,15.18
Barbados,BRB,2004,11.35
Barbados,BRB,2005,12.06
Barbados,BRB,2006,9.76
Barbados,BRB,2007,9.72
Barbados,BRB,2008,11.91
Barbados,BRB,2009,11.86
Barbados,BRB,2010,10.34
Barbados,BRB,2011,10.3
Barbados,BRB,2012,16.14
Barbados,BRB,2013,11.7
Belarus,BLR,1981,37.35
Belarus,BLR,1982,40.4
Belarus,BLR,1985,50.03
Belarus,BLR,1986,51.44
Belarus,BLR,1987,55.92
Belarus,BLR,1988,57.99
Belarus,BLR,1989,63.26
Belarus,BLR,1990,63.19
Belarus,BLR,1991,65.59
Belarus,BLR,1992,69.55
Belarus,BLR,1993,71.07
Belarus,BLR,1994,71.77
Belarus,BLR,1995,73.66
Belarus,BLR,1996,72.71
Belarus,BLR,1997,74.94
Belarus,BLR,1998,73.14
Belarus,BLR,1999,72.14
Belarus,BLR,2000,70.69
Belarus,BLR,2001,70.81
Belarus,BLR,2002,70.44
Belarus,BLR,2003,69.36
Belarus,BLR,2007,63.71
Belarus,BLR,2008,63.99
Belarus,BLR,2009,62.44
Belarus,BLR,2010,65.19
Belarus,BLR,2011,62.95
Belarus,BLR,2013,56.3
Belarus,BLR,2014,57.89
Belarus,BLR,2018,62.01
Belgium,BEL,1954,35.98
Belgium,BEL,1955,37.54
Belgium,BEL,1956,41.61
Belgium,BEL,1957,42.88
Belgium,BEL,1958,44.91
Belgium,BEL,1959,47.56
Belgium,BEL,1960,53.84
Belgium,BEL,1961,57.37
Belgium,BEL,1962,60.09
Belgium,BEL,1963,63.3
Belgium,BEL,1964,65.49
Belgium,BEL,1965,71.74
Belgium,BEL,1966,71.58
Belgium,BEL,1967,74.87
Belgium,BEL,1968,77.95
Belgium,BEL,1969,78.87
Belgium,BEL,1970,84.16
Belgium,BEL,1971,92.6
Belgium,BEL,1972,95.49
Belgium,BEL,1973,97
Belgium,BEL,1974,96.47
Belgium,BEL,1975,99.61
Belgium,BEL,1976,102.33
Belgium,BEL,1977,110.47
Belgium,BEL,1978,113.56
Belgium,BEL,1979,112.8
Belgium,BEL,1980,115.07
Belgium,BEL,1981,117.87
Belgium,BEL,1982,115.9
Belgium,BEL,1983,122.17
Belgium,BEL,1984,120.49
Belgium,BEL,1985,123.09
Belgium,BEL,1986,120.01
Belgium,BEL,1987,119.24
Belgium,BEL,1988,120.96
Belgium,BEL,1989,114.24
Belgium,BEL,1990,114.92
Belgium,BEL,1991,114.29
Belgium,BEL,1992,115.43
Belgium,BEL,1993,116.89
Belgium,BEL,1994,113.68
Belgium,BEL,1995,117.05
Belgium,BEL,1996,111.53
Belgium,BEL,1997,115.11
Belgium,BEL,1998,107.17
Belgium,BEL,1999,101.76
Belgium,BEL,2000,101.97
Belgium,BEL,2001,102.48
Belgium,BEL,2002,100.03
Belgium,BEL,2003,97.6
Belgium,BEL,2004,94.64
Belgium,BEL,2005,98.25
Belgium,BEL,2006,96.93
Belgium,BEL,2007,94.43
Belgium,BEL,2008,95.49
Belgium,BEL,2009,92.77
Belgium,BEL,2010,93.48
Belgium,BEL,2011,90.23
Belgium,BEL,2012,83.97
Belgium,BEL,2013,83.63
Belgium,BEL,2014,83.37
Belgium,BEL,2015,78.29
Belgium,BEL,2016,78
Belgium,BEL,2017,70.87
Belgium,BEL,2018,70.09
Belize,BLZ,1964,5.88
Belize,BLZ,1965,3.8
Belize,BLZ,1966,5.54
Belize,BLZ,1967,0
Belize,BLZ,1968,5.21
Belize,BLZ,1969,6.76
Belize,BLZ,1970,4.94
Belize,BLZ,1971,0
Belize,BLZ,1972,7.81
Belize,BLZ,1973,3.03
Belize,BLZ,1974,0
Belize,BLZ,1975,1.43
Belize,BLZ,1976,2.77
Belize,BLZ,1977,4.02
Belize,BLZ,1978,9.13
Belize,BLZ,1979,1.27
Belize,BLZ,1980,0
Belize,BLZ,1982,5.27
Belize,BLZ,1983,2.56
Belize,BLZ,1984,10.05
Belize,BLZ,1986,4.79
Belize,BLZ,1987,6.83
Belize,BLZ,1989,5.41
Belize,BLZ,1990,5.29
Belize,BLZ,1991,2.06
Belize,BLZ,1993,7.82
Belize,BLZ,1994,5.91
Belize,BLZ,1995,9.29
Belize,BLZ,1996,8.36
Belize,BLZ,1997,9.86
Belize,BLZ,1998,10.35
Belize,BLZ,1999,11.63
Belize,BLZ,2000,7.23
Belize,BLZ,2001,9.35
Belize,BLZ,2002,13.63
Belize,BLZ,2003,7.38
Belize,BLZ,2004,6.47
Belize,BLZ,2005,11.92
Belize,BLZ,2006,7.52
Belize,BLZ,2007,8.66
Belize,BLZ,2008,8.45
Belize,BLZ,2009,5.71
Belize,BLZ,2010,5.58
Belize,BLZ,2011,11.51
Belize,BLZ,2012,6.51
Belize,BLZ,2013,8.11
Belize,BLZ,2014,6.8
Belize,BLZ,2015,9.44
Belize,BLZ,2016,8.71
Bosnia and Herzegovina,BIH,1985,43.21
Bosnia and Herzegovina,BIH,1986,41.77
Bosnia and Herzegovina,BIH,1987,44.55
Bosnia and Herzegovina,BIH,1988,50.38
Bosnia and Herzegovina,BIH,1989,52.46
Bosnia and Herzegovina,BIH,1990,50.24
Bosnia and Herzegovina,BIH,1991,53.49
Bosnia and Herzegovina,BIH,2011,76.66
Bosnia and Herzegovina,BIH,2014,78.36
Bosnia and Herzegovina,BIH,2016,76.11
Bosnia and Herzegovina,BIH,2017,80.56
Bosnia and Herzegovina,BIH,2018,85.67
Bosnia and Herzegovina,BIH,2019,86.34
Bosnia and Herzegovina,BIH,2020,82.91
Brazil,BRA,1979,7.71
Brazil,BRA,1980,8.17
Brazil,BRA,1981,8.27
Brazil,BRA,1982,8.8
Brazil,BRA,1983,9.1
Brazil,BRA,1984,9.17
Brazil,BRA,1985,9.24
Brazil,BRA,1986,9.94
Brazil,BRA,1987,9.67
Brazil,BRA,1988,10.09
Brazil,BRA,1989,10.05
Brazil,BRA,1990,10.18
Brazil,BRA,1991,10.31
Brazil,BRA,1992,10.6
Brazil,BRA,1993,10.56
Brazil,BRA,1994,10.9
Brazil,BRA,1995,10.96
Brazil,BRA,1996,11.03
Brazil,BRA,1997,11.41
Brazil,BRA,1998,11.41
Brazil,BRA,1999,11.5
Brazil,BRA,2000,11.69
Brazil,BRA,2001,11.89
Brazil,BRA,2002,12.08
Brazil,BRA,2003,12.29
Brazil,BRA,2004,12.89
Brazil,BRA,2005,13.05
Brazil,BRA,2006,13.03
Brazil,BRA,2007,13.64
Brazil,BRA,2008,13.83
Brazil,BRA,2009,13.89
Brazil,BRA,2010,14.17
Brazil,BRA,2011,14.07
Brazil,BRA,2012,14.53
Brazil,BRA,2013,14.95
Brazil,BRA,2014,15.15
Brazil,BRA,2015,15.41
Brazil,BRA,2016,15.74
Brazil,BRA,2017,15.78
Brazil,BRA,2018,15.89
Brazil,BRA,2019,16.28
Brunei,BRN,1996,10.11
Brunei,BRN,1997,6.22
Brunei,BRN,1998,10.41
Brunei,BRN,1999,8.44
Brunei,BRN,2000,11.26
Brunei,BRN,2001,11.84
Brunei,BRN,2002,11.63
Brunei,BRN,2003,9.32
Brunei,BRN,2004,11.62
Brunei,BRN,2005,18.43
Brunei,BRN,2006,11.31
Brunei,BRN,2007,16.11
Brunei,BRN,2008,15.89
Brunei,BRN,2009,11.62
Brunei,BRN,2010,12.32
Brunei,BRN,2011,12.54
Brunei,BRN,2012,11.61
Brunei,BRN,2013,17.14
Brunei,BRN,2014,17.37
Brunei,BRN,2015,12.05
Brunei,BRN,2016,19.83
Brunei,BRN,2017,12.98
Brunei,BRN,2018,10.71
Brunei,BRN,2019,12
Bulgaria,BGR,1964,39.7
Bulgaria,BGR,1965,42.4
Bulgaria,BGR,1966,44
Bulgaria,BGR,1967,42.45
Bulgaria,BGR,1968,43.25
Bulgaria,BGR,1969,42.97
Bulgaria,BGR,1970,41.8
Bulgaria,BGR,1971,46.26
Bulgaria,BGR,1972,45.59
Bulgaria,BGR,1973,48.76
Bulgaria,BGR,1974,46.58
Bulgaria,BGR,1975,46.12
Bulgaria,BGR,1976,47.23
Bulgaria,BGR,1977,47.59
Bulgaria,BGR,1978,46.95
Bulgaria,BGR,1979,49.75
Bulgaria,BGR,1980,46.11
Bulgaria,BGR,1981,51
Bulgaria,BGR,1982,53.22
Bulgaria,BGR,1983,55.15
Bulgaria,BGR,1984,55.69
Bulgaria,BGR,1985,55.79
Bulgaria,BGR,1986,57.68
Bulgaria,BGR,1987,58.86
Bulgaria,BGR,1988,57.83
Bulgaria,BGR,1989,59.34
Bulgaria,BGR,1990,58.24
Bulgaria,BGR,1991,57.85
Bulgaria,BGR,1992,64.27
Bulgaria,BGR,1993,64.44
Bulgaria,BGR,1994,66.87
Bulgaria,BGR,1995,65.56
Bulgaria,BGR,1996,64.91
Bulgaria,BGR,1997,63.01
Bulgaria,BGR,1998,60.68
Bulgaria,BGR,1999,62.86
Bulgaria,BGR,2000,59.89
Bulgaria,BGR,2001,62.54
Bulgaria,BGR,2002,65.03
Bulgaria,BGR,2003,67.96
Bulgaria,BGR,2004,69.09
Bulgaria,BGR,2005,75.25
Bulgaria,BGR,2006,74.41
Bulgaria,BGR,2007,75.3
Bulgaria,BGR,2008,77.96
Bulgaria,BGR,2009,73.48
Bulgaria,BGR,2010,74.77
Bulgaria,BGR,2011,75.17
Bulgaria,BGR,2012,81.24
Bulgaria,BGR,2013,83.71
Bulgaria,BGR,2014,78.16
Bulgaria,BGR,2015,77.86
Bulgaria,BGR,2016,76.57
Bulgaria,BGR,2017,76.22
Bulgaria,BGR,2018,74.51
Bulgaria,BGR,2019,78.9
Canada,CAN,1950,14.89
Canada,CAN,1951,15.48
Canada,CAN,1952,17.14
Canada,CAN,1953,18.5
Canada,CAN,1954,19.5
Canada,CAN,1955,20.56
Canada,CAN,1956,21.77
Canada,CAN,1957,21.97
Canada,CAN,1958,22.81
Canada,CAN,1959,23.45
Canada,CAN,1960,24.62
Canada,CAN,1961,26.15
Canada,CAN,1962,27.75
Canada,CAN,1963,29.67
Canada,CAN,1964,30.15
Canada,CAN,1965,31.2
Canada,CAN,1966,32.78
Canada,CAN,1967,36.11
Canada,CAN,1968,36.5
Canada,CAN,1969,38.1
Canada,CAN,1970,40.35
Canada,CAN,1971,42.49
Canada,CAN,1972,43.96
Canada,CAN,1973,46.01
Canada,CAN,1974,48.47
Canada,CAN,1975,48.33
Canada,CAN,1976,50.59
Canada,CAN,1977,53
Canada,CAN,1978,55.1
Canada,CAN,1979,57.18
Canada,CAN,1980,59.59
Canada,CAN,1981,59.22
Canada,CAN,1982,63.16
Canada,CAN,1983,64.74
Canada,CAN,1984,67.19
Canada,CAN,1985,66.01
Canada,CAN,1986,68.55
Canada,CAN,1987,69.08
Canada,CAN,1988,72.27
Canada,CAN,1989,73.26
Canada,CAN,1990,72.81
Canada,CAN,1991,72.04
Canada,CAN,1992,69.18
Canada,CAN,1993,69.57
Canada,CAN,1994,68.29
Canada,CAN,1995,66.62
Canada,CAN,1996,67.49
Canada,CAN,1997,65.45
Canada,CAN,1998,66.87
Canada,CAN,1999,68.02
Canada,CAN,2000,63.29
Canada,CAN,2001,64.64
Canada,CAN,2002,65.61
Canada,CAN,2003,65.05
Canada,CAN,2004,63.98
Canada,CAN,2005,64.29
Canada,CAN,2006,63.31
Canada,CAN,2007,63.92
Canada,CAN,2008,62.5
Canada,CAN,2009,63.15
Canada,CAN,2010,62.16
Canada,CAN,2011,61.37
Canada,CAN,2012,61.87
Canada,CAN,2013,59.56
Canada,CAN,2014,61.8
Canada,CAN,2015,59.67
Canada,CAN,2016,58.09
Canada,CAN,2017,58.39
Canada,CAN,2018,57
Canada,CAN,2019,55.93
Cape Verde,CPV,1980,4.57
Cape Verde,CPV,2011,8.01
Chile,CHL,1955,7.87
Chile,CHL,1956,8.42
Chile,CHL,1957,7.63
Chile,CHL,1958,7.61
Chile,CHL,1959,8.29
Chile,CHL,1960,8.78
Chile,CHL,1961,8.34
Chile,CHL,1962,8.54
Chile,CHL,1963,9.56
Chile,CHL,1964,8.91
Chile,CHL,1965,9.31
Chile,CHL,1966,9.47
Chile,CHL,1967,10.53
Chile,CHL,1968,11.04
Chile,CHL,1969,11.61
Chile,CHL,1970,11.36
Chile,CHL,1971,11.79
Chile,CHL,1972,11.91
Chile,CHL,1973,13.19
Chile,CHL,1974,11.6
Chile,CHL,1975,12.29
Chile,CHL,1976,13.04
Chile,CHL,1977,13.76
Chile,CHL,1978,13.32
Chile,CHL,1979,13.76
Chile,CHL,1980,14.58
Chile,CHL,1981,14.2
Chile,CHL,1982,15.51
Chile,CHL,1983,15.48
Chile,CHL,1984,15.22
Chile,CHL,1985,16.3
Chile,CHL,1986,15.2
Chile,CHL,1987,14.8
Chile,CHL,1988,15.35
Chile,CHL,1989,15.42
Chile,CHL,1990,15.8
Chile,CHL,1991,17.56
Chile,CHL,1992,17.01
Chile,CHL,1993,16.77
Chile,CHL,1994,16.08
Chile,CHL,1995,16.89
Chile,CHL,1996,17.69
Chile,CHL,1997,16.32
Chile,CHL,1998,16.88
Chile,CHL,1999,16.66
Chile,CHL,2000,16.87
Chile,CHL,2001,17.41
Chile,CHL,2002,17.48
Chile,CHL,2003,16.8
Chile,CHL,2004,18.53
Chile,CHL,2005,18.56
Chile,CHL,2006,19.14
Chile,CHL,2007,18.88
Chile,CHL,2008,17.71
Chile,CHL,2009,19.07
Chile,CHL,2010,20.14
Chile,CHL,2011,20.3
Chile,CHL,2012,19.62
Chile,CHL,2013,20.92
Chile,CHL,2014,20.92
Chile,CHL,2015,20.86
Chile,CHL,2016,20.91
Chile,CHL,2017,20.85
Chile,CHL,2018,21.23
Colombia,COL,1953,2.65
Colombia,COL,1954,1.79
Colombia,COL,1955,1.97
Colombia,COL,1956,2.56
Colombia,COL,1957,2.51
Colombia,COL,1958,1.98
Colombia,COL,1959,2.4
Colombia,COL,1960,2.59
Colombia,COL,1961,2.51
Colombia,COL,1962,2.83
Colombia,COL,1963,3.07
Colombia,COL,1964,3.27
Colombia,COL,1965,3.09
Colombia,COL,1966,3.41
Colombia,COL,1967,3.64
Colombia,COL,1968,3.53
Colombia,COL,1969,3.46
Colombia,COL,1972,3.77
Colombia,COL,1974,4.05
Colombia,COL,1975,4.05
Colombia,COL,1976,4.87
Colombia,COL,1977,4.68
Colombia,COL,1984,6.92
Colombia,COL,1985,7.55
Colombia,COL,1986,7.75
Colombia,COL,1987,8.02
Colombia,COL,1988,7.72
Colombia,COL,1989,7.97
Colombia,COL,1990,7.84
Colombia,COL,1991,8.24
Colombia,COL,1992,8.23
Colombia,COL,1993,8.46
Colombia,COL,1994,8.5
Colombia,COL,1995,8.48
